order_detail_id,order_id,product_id,quantity
250,97,15,1
251,97,61,3
252,98,10,4
253,98,52,1
254,99,35,1
255,100,47,1
256,101,69,2
257,101,6,2
258,101,19,1
259,101,9,4
260,102,56,1
261,103,55,4
262,104,40,4
263,104,68,2
264,104,38,2
265,104,32,4
266,105,47,2
267,105,1,5
268,106,26,5
269,106,41,5
270,107,46,1
271,107,55,3
272,108,10,1
273,108,39,4
274,108,59,5
275,108,55,3
276,109,29,5
277,109,61,1
278,110,45,1
279,110,20,4
280,111,42,3
281,111,68,5
282,112,23,1
283,113,10,4
284,113,7,3
285,114,23,4
286,114,52,3
287,114,57,5
288,114,67,4
289,115,60,5
290,116,4,3
291,116,3,5
292,116,21,4
293,116,63,2
294,117,21,3
295,117,44,4
296,117,6,5
297,118,64,2
298,118,28,2
299,118,18,2
300,119,27,3
301,119,24,3
302,120,64,3
303,121,49,5
304,122,49,2
305,122,12,3
306,123,63,2
307,123,16,1
308,123,24,3
309,124,25,2
310,125,33,3
311,126,39,5
312,126,33,2
313,126,18,1
314,127,7,4
315,128,24,4
316,129,5,3
317,130,57,4
318,130,62,1
319,130,21,5
320,131,11,4
321,131,34,4
322,131,64,5
323,131,27,2
324,132,57,2
325,132,14,5
326,133,54,4
327,134,47,2
328,134,67,3
329,134,30,2
330,135,12,5
331,135,23,1
332,135,16,3
333,136,19,1
334,136,70,3
335,136,44,3
336,137,70,1
337,137,8,1
338,137,18,4
339,137,47,2
340,138,68,3
341,138,46,5
342,139,67,4
343,140,34,4
344,140,49,3
345,140,12,3
346,141,22,3
347,141,46,1
348,142,2,3
349,143,18,2
350,144,25,1
351,144,4,4
352,145,21,1
353,145,4,4
354,145,19,5
355,145,25,2
356,146,13,4
357,147,53,1
358,148,71,5
359,148,48,4
360,148,57,4
361,148,21,2
362,149,38,1
363,149,37,3
364,150,9,3
365,150,11,2
366,150,6,4
367,151,62,2
368,151,56,3
369,151,64,1
370,151,39,3
371,152,67,1
372,152,9,3
373,152,23,1
374,153,66,4
375,154,51,3
376,154,36,5
377,154,3,2
378,154,1,5
379,155,70,1
380,155,2,2
381,156,45,1
382,157,60,4
383,157,27,3
384,157,28,2
385,157,36,1
386,158,51,3
387,158,59,4
388,159,44,4
389,160,35,3
390,160,28,3
391,160,49,1
392,160,8,4
393,161,5,5
394,162,32,2
395,163,5,3
396,164,40,2
397,164,63,4
398,165,60,3
399,165,34,4
400,165,69,5
401,165,71,1
402,166,41,1
403,166,21,4
404,166,26,1
405,167,43,2
406,167,16,4
407,168,7,3
408,168,61,2
409,169,27,5
410,170,14,1
411,171,47,2
412,171,71,1
413,172,42,4
414,172,62,5
415,172,19,2
416,173,57,5
417,173,41,3
418,173,45,2
419,173,26,4
420,174,48,2
421,174,55,2
422,175,54,2
423,175,69,4
424,175,9,5
425,175,5,1
426,176,26,1
427,176,24,4
428,177,20,1
429,177,39,2
430,177,65,1
431,177,30,2
432,178,19,2
433,178,12,3
434,178,65,2
435,179,50,2
436,180,52,4
437,180,58,3
438,181,54,5
439,181,22,2
440,181,2,4
441,181,9,4
442,182,28,5
443,182,12,2
444,183,60,3
445,183,17,2
446,183,64,2
447,183,44,3
448,184,69,1
449,184,19,1
450,185,10,3
451,185,32,4
452,186,15,2
453,186,37,4
454,186,26,4
455,187,14,4
456,187,55,1
457,187,29,3
458,187,13,1
459,188,2,1
460,188,16,1
461,188,70,5
462,189,16,5
463,189,11,5
464,190,20,5
465,191,65,3
466,191,45,5
467,191,37,1
468,191,39,4
469,192,33,3
470,192,31,3
471,192,27,4
472,192,26,2
473,193,59,1
474,193,27,4
475,194,13,5
476,195,23,3
477,195,25,2
478,196,71,4
479,196,48,4
480,196,25,3
481,197,27,2
482,197,52,2
483,197,20,1
484,197,45,1
485,198,32,3
486,198,62,4
487,198,16,3
488,198,4,4
489,199,20,2
490,199,62,5
491,200,58,1
492,201,6,2
493,201,54,4
494,201,27,1
495,202,3,4
496,202,47,4
497,202,34,4
498,202,21,5
499,203,34,5
500,203,27,2
501,203,60,5
502,204,2,5
503,204,34,3
504,204,18,3
505,205,61,1
506,205,13,1
507,205,63,1
508,206,50,4
509,206,27,2
510,207,3,1
511,207,38,3
512,208,40,3
513,209,62,3
514,210,69,4
515,210,2,5
516,210,18,3
517,210,56,5
518,211,53,1
519,211,20,1
520,212,21,2
521,212,58,5
522,212,52,4
523,213,60,4
524,213,5,2
525,213,59,2
526,213,61,3
527,214,22,2
528,214,57,2
529,214,7,4
530,214,66,4
531,215,45,2
532,216,33,5
533,216,49,5
534,216,26,5
535,216,31,5
536,217,34,5
537,217,15,5
538,217,17,2
539,218,56,5
540,218,41,4
541,219,50,5
542,219,53,2
543,219,29,2
544,220,28,2
545,221,26,1
546,221,9,1
547,221,11,5
548,222,21,5
549,222,18,3
550,223,65,1
551,223,11,5
552,224,58,1
553,224,48,1
554,224,14,4
555,224,9,4
556,225,44,1
557,226,55,1
558,226,24,1
559,227,38,3
560,227,50,5
561,227,64,5
562,227,2,1
563,228,47,1
564,228,70,1
565,228,1,1
566,228,20,3
567,229,29,5
568,229,18,3
569,229,49,3
570,230,59,4
571,231,27,5
572,231,10,2
573,231,3,1
574,231,14,1
575,232,71,5
576,232,61,4
577,232,44,3
578,232,6,3
579,233,70,2
580,233,65,3
581,234,41,1
582,234,1,4
583,234,59,1
584,235,69,3
585,236,61,3
586,236,26,5
587,236,29,4
588,237,51,1
589,237,40,5
590,238,66,3
591,239,65,1
592,239,45,2
593,240,14,5
594,240,49,1
595,240,7,3
596,240,68,3
597,241,44,3
598,241,16,2
599,242,58,3
600,242,40,3
601,242,33,2
602,242,6,4
603,243,9,1
604,243,4,5
605,243,42,4
606,243,45,3
607,244,6,3
608,244,20,3
609,244,41,4
610,244,45,3
611,245,40,2
612,245,71,3
613,246,47,5
614,246,20,2
615,247,19,3
616,247,43,4
617,247,6,1
618,247,18,5
619,248,12,3
620,248,67,4
621,248,21,4
622,249,9,3
623,249,5,3
624,249,58,4
625,249,28,3
626,250,9,2
627,250,33,5
628,250,49,1
629,251,64,4
630,251,61,2
631,251,5,3
632,252,21,2
633,253,65,5
634,253,71,1
635,253,26,4
636,254,31,4
637,254,59,4
638,254,15,5
639,255,47,5
640,255,13,1
641,255,30,4
642,255,37,1
643,256,19,2
644,257,71,3
645,258,64,3
646,258,56,5
647,258,49,5
648,259,17,3
649,259,5,5
650,259,50,3
651,260,44,4
652,261,49,1
653,261,54,3
654,261,43,3
655,262,54,2
656,263,38,3
657,263,21,3
658,263,29,5
659,263,61,5
660,264,26,2
661,264,40,4
662,265,55,4
663,265,44,2
664,265,70,4
665,265,60,4
666,266,42,5
667,267,18,4
668,267,59,2
669,267,51,5
670,268,42,4
671,268,57,5
672,269,10,5
673,269,11,4
674,270,17,5
675,270,41,2
676,271,10,5
677,271,70,1
678,272,40,2
679,273,49,4
680,273,4,1
681,273,31,3
682,274,60,5
683,274,38,1
684,274,27,1
685,275,48,2
686,275,23,3
687,275,10,3
688,275,14,5
689,276,39,1
690,277,31,4
691,277,18,4
692,278,37,3
693,278,62,2
694,278,45,4
695,279,33,1
696,280,26,3
697,280,47,5
698,280,36,4
699,281,69,5
700,281,12,4
701,282,58,1
702,283,49,2
703,284,25,2
704,285,21,5
705,285,29,1
706,285,68,2
707,285,17,2
708,286,31,5
709,286,40,1
710,287,22,1
711,288,67,3
712,288,39,2
713,288,53,4
714,289,38,5
715,289,30,2
716,289,29,5
717,289,23,1
718,290,41,2
719,291,12,1
720,292,38,3
721,292,53,4
722,292,67,3
723,293,65,1
724,294,6,4
725,295,26,1
726,295,32,4
727,295,16,4
728,296,32,3
729,297,50,2
730,297,54,3
731,298,14,3
732,298,21,3
733,298,63,4
734,299,54,2
735,299,37,1
736,299,17,2
737,299,60,2
738,300,59,3
739,300,32,1
740,300,4,4
741,301,21,1
742,302,6,2
743,302,30,2
744,303,36,5
745,303,64,4
746,304,21,3
747,304,22,3
748,305,20,1
749,305,47,4
750,305,23,5
751,305,40,5
752,306,63,5
753,306,45,2
754,307,18,2
755,307,42,2
756,307,51,1
757,308,67,4
758,308,43,4
759,308,62,2
760,308,21,4
761,309,35,4
762,309,62,3
763,310,40,4
764,311,37,3
765,311,68,3
766,311,17,1
767,311,6,2
768,312,14,1
769,312,16,1
770,313,47,5
771,313,68,5
772,314,70,2
773,314,69,5
774,315,33,5
775,315,71,3
776,315,44,1
777,316,32,3
778,317,15,1
779,318,28,2
780,319,28,3
781,319,1,1
782,320,38,3
783,320,1,3
784,321,2,3
785,321,46,4
786,321,10,5
787,321,67,1
788,322,15,4
789,323,21,4
790,323,20,4
791,323,38,3
792,324,12,5
793,324,7,1
794,325,10,2
795,325,58,2
796,325,26,4
797,326,48,3
798,326,40,3
799,326,51,2
800,326,49,5
801,327,63,4
802,328,49,5
803,329,12,2
804,329,69,3
805,330,31,4
806,330,33,1
807,330,25,2
808,330,71,2
809,331,50,2
810,331,6,3
811,331,57,1
812,331,41,3
813,332,48,4
814,332,11,2
815,332,6,1
816,332,16,1
817,333,7,3
818,334,28,2
819,334,29,2
820,335,8,2
821,335,31,3
822,335,35,3
823,336,8,4
824,336,25,1
825,337,35,3
826,337,58,3
827,337,38,1
828,338,59,1
829,339,10,5
830,339,46,1
831,340,35,1
832,340,54,3
833,340,22,1
834,340,7,3
835,341,49,4
836,341,58,5
837,341,11,1
838,341,39,2
839,342,55,1
840,342,62,2
841,342,24,5
842,343,48,1
843,343,65,3
844,344,44,2
845,344,8,2
846,344,39,4
847,344,5,3
848,345,2,2
849,345,18,2
850,345,9,3
851,345,33,4
852,346,33,5
853,346,44,1
854,346,4,2
855,347,57,2
856,347,12,3
857,348,47,1
858,348,12,1
859,349,50,2
860,350,11,5
861,350,53,5
862,350,56,2
863,350,27,2
864,351,16,2
865,352,45,5
866,352,40,1
867,352,8,3
868,352,18,1
869,353,42,3
870,353,64,5
871,354,64,1
872,355,4,3
873,355,67,4
874,356,31,2
875,357,23,3
876,357,70,4
877,358,56,5
878,358,6,4
879,358,35,3
880,359,28,5
881,359,44,5
882,359,1,3
883,360,6,4
884,360,51,2
885,360,55,1
886,360,69,2
887,361,68,2
888,361,52,2
889,361,50,4
890,361,70,2
891,362,61,1
892,362,55,4
893,363,51,4
894,364,2,3
895,364,44,2
896,365,6,3
897,365,32,5
898,365,39,1
899,366,57,5
900,366,11,2
901,366,63,4
902,366,45,4
903,367,55,4
904,367,51,2
905,367,3,2
906,367,36,5
907,368,36,5
908,368,33,4
909,368,26,4
910,368,28,4
911,369,65,4
912,370,51,1
913,370,32,5
914,370,29,1
915,371,36,3
916,371,35,3
917,371,14,2
918,372,56,1
919,372,42,2
920,372,28,1
921,372,1,4
922,373,43,3
923,373,1,2
924,373,36,1
925,374,18,4
926,375,14,4
927,375,19,4
928,375,31,4
929,376,70,4
930,376,64,3
931,376,15,1
932,376,39,3
933,377,37,3
934,377,43,5
935,377,66,4
936,377,63,1
937,378,26,5
938,379,11,5
939,379,13,3
940,380,2,1
941,380,26,3
942,380,18,4
943,380,64,4
944,381,24,4
945,381,6,1
946,381,20,3
947,382,14,4
948,382,31,3
949,382,53,1
950,383,1,4
951,383,27,3
952,383,67,3
953,384,33,5
954,384,66,4
955,384,23,4
956,385,14,5
957,385,22,1
958,385,5,4
959,385,58,3
960,386,49,5
961,386,38,1
962,387,34,4
963,387,60,5
964,388,31,1
965,388,17,4
966,388,51,2
967,389,7,4
968,389,60,2
969,389,19,3
970,389,20,2
971,390,15,4
972,391,1,5
973,391,60,4
974,391,7,3
975,391,69,2
976,392,52,1
977,392,47,1
978,393,66,4
979,393,60,5
980,393,1,4
981,394,12,1
982,395,7,2
983,396,41,4
984,396,12,1
985,396,64,5
986,397,27,4
987,397,65,5
988,398,28,3
989,398,61,3
990,398,57,4
991,399,71,2
992,399,9,1
993,400,54,2
994,400,1,1
995,400,2,1
996,400,67,2
997,401,21,2
998,401,56,4
999,401,71,5
1000,401,12,3
1001,402,53,4
1002,403,45,3
1003,403,61,1
1004,403,40,1
1005,404,6,2
1006,404,71,1
1007,404,70,3
1008,405,28,1
1009,405,64,5
1010,406,52,4
1011,406,69,4
1012,406,47,5
1013,406,45,2
1014,407,35,4
1015,407,1,1
1016,407,54,2
1017,407,11,1
1018,408,7,2
1019,408,32,5
1020,409,63,4
1021,409,29,3
1022,409,15,3
1023,409,56,1
1024,410,39,4
1025,410,5,5
1026,410,65,1
1027,411,69,5
1028,411,17,2
1029,411,67,5
1030,412,36,4
1031,412,46,4
1032,413,22,4
1033,413,30,3
1034,413,54,4
1035,413,43,4
1036,414,48,2
1037,414,16,5
1038,414,25,3
1039,414,35,3
1040,415,10,2
1041,415,28,5
1042,415,2,1
1043,415,62,4
1044,416,26,4
1045,417,13,3
1046,417,59,5
1047,417,12,3
1048,418,70,1
1049,418,32,1
1050,418,68,2
1051,419,34,5
1052,419,65,3
1053,420,61,2
1054,421,24,1
1055,421,9,2
1056,421,3,5
1057,422,17,1
1058,422,58,4
1059,422,40,3
1060,422,30,4
1061,423,59,2
1062,423,15,4
1063,423,68,5
1064,424,23,3
1065,424,31,2
1066,424,11,4
1067,424,29,3
1068,425,32,1
1069,425,29,1
1070,425,18,2
1071,425,64,3
1072,426,30,2
1073,426,2,2
1074,426,43,5
1075,427,61,1
1076,427,29,5
1077,428,70,1
1078,428,56,4
1079,429,67,2
1080,429,55,5
1081,429,70,2
1082,429,42,1
1083,430,59,5
1084,431,66,1
1085,431,30,3
1086,431,20,2
1087,431,56,2
1088,432,32,3
1089,432,54,3
1090,432,52,2
1091,432,24,5
1092,433,60,2
1093,433,8,1
1094,434,49,1
1095,434,21,3
1096,435,14,4
1097,435,13,3
1098,436,35,4
1099,437,70,1
1100,437,28,4
1101,437,63,4
1102,437,67,4
1103,438,38,1
1104,438,26,4
1105,439,64,1
1106,440,51,2
1107,440,12,3
1108,441,42,1
1109,441,23,5
1110,441,44,4
1111,442,51,3
1112,442,45,2
1113,443,60,4
1114,443,3,2
1115,443,23,1
1116,443,30,1
1117,444,70,1
1118,444,32,1
1119,444,57,3
1120,445,8,3
1121,445,44,4
1122,445,48,2
1123,446,28,4
1124,446,11,3
1125,447,24,4
1126,448,13,3
1127,448,47,4
1128,448,26,4
1129,449,21,4
1130,450,17,2
1131,451,47,3
1132,451,64,2
1133,451,2,5
1134,452,3,4
1135,452,12,4
1136,452,53,5
1137,453,15,4
1138,453,65,5
1139,453,68,4
1140,453,45,1
1141,454,35,3
1142,454,22,5
1143,454,4,5
1144,455,22,4
1145,456,70,5
1146,456,18,3
1147,456,69,1
1148,456,31,4
1149,457,69,2
1150,457,37,2
1151,457,30,2
1152,458,16,1
1153,458,28,4
1154,458,30,2
1155,458,14,3
1156,459,46,4
1157,459,47,5
1158,459,68,4
1159,459,61,4
1160,460,30,1
1161,460,18,1
1162,461,19,2
1163,461,25,4
1164,462,48,4
1165,462,68,2
1166,462,60,4
1167,462,50,3
1168,463,21,3
1169,463,40,5
1170,463,49,2
1171,464,22,2
1172,465,11,2
1173,465,20,3
1174,466,49,3
1175,467,9,2
1176,467,10,2
1177,467,69,4
1178,468,18,5
1179,469,1,2
1180,470,5,2
1181,470,65,2
1182,470,55,1
1183,471,14,2
1184,471,1,4
1185,472,17,5
1186,473,22,1
1187,474,6,1
1188,474,32,4
1189,475,5,2
1190,475,8,5
1191,475,63,1
1192,475,14,2
1193,476,57,5
1194,476,37,3
1195,476,16,3
1196,476,17,5
1197,477,17,5
1198,477,35,3
1199,478,11,3
1200,478,50,3
1201,478,47,3
1202,478,1,1
1203,479,6,5
1204,479,41,5
1205,480,33,2
1206,480,9,2
1207,481,38,2
1208,482,15,5
1209,482,31,2
1210,483,1,3
1211,484,8,5
1212,484,42,3
1213,485,51,5
1214,486,35,5
1215,486,68,1
1216,486,42,1
1217,486,62,4
1218,487,23,2
1219,488,35,1
1220,488,28,2
1221,489,22,1
1222,489,13,2
1223,490,49,1
1224,491,70,5
1225,492,55,1
1226,492,45,5
1227,493,46,1
1228,493,63,4
1229,493,36,1
1230,494,22,2
1231,494,65,3
1232,494,52,4
1233,494,25,1
1234,495,63,1
1235,495,27,1
1236,496,59,3
1237,496,37,5
1238,496,32,4
1239,496,58,4
1240,497,40,3
1241,497,46,1
1242,497,51,5
1243,498,37,4
1244,498,4,3
1245,498,35,1
1246,498,20,4
1247,499,32,5
1248,499,33,1
1249,499,13,5
1250,499,64,2
1251,500,37,1
1252,500,57,2
1253,500,12,3
1254,501,29,5
1255,501,62,1
1256,501,31,4
1257,502,32,2
1258,502,36,3
1259,502,25,3
1260,503,34,1
1261,503,66,5
1262,504,65,3
1263,504,4,5
1264,504,56,3
1265,505,71,3
1266,505,23,1
1267,505,21,4
1268,506,34,5
1269,506,11,2
1270,507,2,4
1271,507,17,5
1272,508,46,3
1273,509,29,2
1274,510,68,3
1275,510,31,1
1276,510,4,4
1277,510,15,5
1278,511,21,1
1279,511,52,3
1280,511,34,3
1281,512,65,5
1282,512,8,5
1283,513,23,3
1284,513,57,3
1285,513,55,4
1286,513,52,4
1287,514,47,2
1288,514,39,5
1289,514,51,5
1290,514,29,5
1291,515,56,5
1292,515,18,1
1293,515,50,3
1294,516,15,1
1295,516,51,4
1296,516,30,3
1297,516,68,5
1298,517,70,1
1299,517,66,4
1300,518,45,3
1301,518,23,1
1302,518,17,3
1303,518,27,5
1304,519,20,4
1305,519,42,3
1306,519,69,3
1307,519,8,5
1308,520,61,2
1309,521,50,5
1310,521,58,3
1311,521,37,5
1312,521,12,1
1313,522,68,5
1314,523,11,4
1315,523,10,2
1316,524,12,5
1317,525,60,5
1318,525,20,3
1319,525,31,4
1320,526,38,5
1321,527,24,2
1322,527,42,1
1323,528,20,4
1324,529,11,1
1325,529,68,1
1326,530,19,2
1327,530,41,2
1328,530,8,2
1329,530,37,2
1330,531,29,3
1331,532,68,1
1332,533,56,3
1333,533,24,2
1334,534,71,5
1335,534,30,4
1336,535,41,2
1337,535,70,2
1338,536,8,5
1339,536,68,5
1340,536,24,2
1341,537,50,3
1342,537,19,1
1343,537,1,4
1344,537,47,1
1345,538,19,5
1346,539,34,1
1347,540,54,5
1348,540,7,3
1349,540,70,3
1350,540,40,2
1351,541,16,2
1352,542,27,1
1353,542,3,1
1354,542,35,1
1355,543,57,5
1356,543,43,5
1357,543,56,3
1358,543,8,3
1359,544,24,5
1360,545,16,5
1361,545,17,5
1362,545,40,2
1363,545,46,5
1364,546,9,4
1365,546,39,4
1366,546,46,2
1367,546,60,2
1368,547,37,2
1369,547,52,3
1370,548,49,5
1371,548,3,1
1372,549,19,2
1373,550,61,4
1374,550,37,1
1375,550,3,2
1376,551,63,3
1377,552,21,4
1378,552,44,1
1379,553,31,3
1380,553,70,3
1381,553,2,2
1382,553,24,4
1383,554,42,5
1384,554,58,1
1385,555,22,2
1386,555,24,3
1387,555,33,4
1388,556,52,2
1389,557,23,3
1390,557,55,4
1391,557,58,4
1392,558,44,1
1393,559,40,3
1394,559,33,4
1395,559,25,2
1396,559,30,5
1397,560,41,1
1398,560,58,5
1399,560,32,2
1400,561,34,2
1401,561,60,4
1402,561,50,5
1403,561,1,5
1404,562,33,4
1405,562,63,5
1406,562,53,4
1407,562,34,1
1408,563,66,2
1409,563,57,3
1410,563,67,4
1411,564,39,4
1412,564,36,2
1413,564,66,1
1414,564,54,2
1415,565,40,3
1416,565,3,5
1417,566,32,3
1418,567,12,1
1419,568,4,3
1420,569,15,2
1421,569,13,1
1422,570,39,2
1423,570,33,4
1424,570,45,4
1425,571,15,4
1426,571,16,2
1427,571,12,4
1428,572,53,3
1429,572,33,3
1430,573,54,3
1431,573,19,1
1432,573,66,4
1433,574,28,2
1434,574,1,4
1435,574,40,3
1436,575,54,5
1437,575,41,4
1438,575,68,1
1439,575,19,1
1440,576,64,5
1441,576,28,2
1442,577,7,1
1443,577,35,5
1444,578,30,3
1445,578,39,5
1446,578,24,1
1447,579,2,1
1448,580,53,2
1449,581,68,3
1450,581,9,1
1451,581,55,2
1452,582,8,5
1453,582,5,4
1454,583,1,1
1455,583,4,2
1456,583,59,4
1457,584,3,1
1458,584,52,2
1459,585,1,5
1460,585,33,2
1461,586,37,5
1462,586,61,4
1463,586,25,5
1464,586,38,1
1465,587,70,5
1466,587,1,1
1467,587,35,5
1468,587,49,4
1469,588,67,1
1470,588,38,5
1471,588,51,3
1472,588,17,1
1473,589,15,3
1474,589,47,1
1475,590,45,5
1476,590,26,4
1477,590,55,5
1478,591,55,5
1479,591,47,5
1480,591,59,3
1481,591,11,5
1482,592,71,1
1483,592,36,5
1484,592,34,3
1485,593,65,3
1486,593,68,5
1487,593,42,4
1488,594,64,4
1489,594,30,3
1490,594,53,2
1491,595,37,4
1492,595,60,3
1493,596,14,1
1494,596,21,1
1495,596,47,1
1496,596,67,2
1497,597,30,1
1498,597,64,4
1499,597,7,3
1500,597,38,3
1501,598,15,4
1502,599,64,4
1503,600,4,5
1504,601,53,1
1505,601,40,3
1506,602,40,3
1507,602,49,1
1508,602,13,1
1509,602,6,4
1510,603,14,3
1511,603,5,1
1512,603,27,4
1513,604,31,2
1514,605,62,2
1515,606,36,1
1516,606,2,5
1517,606,18,4
1518,607,25,4
1519,607,36,1
1520,607,30,5
1521,607,55,3
1522,608,67,3
1523,609,57,3
1524,609,71,1
1525,609,9,2
1526,609,24,1
1527,610,64,4
1528,610,2,5
1529,610,33,5
1530,610,48,2
1531,611,71,2
1532,611,12,1
1533,611,47,5
1534,612,26,5
1535,612,25,2
1536,612,36,1
1537,613,27,2
1538,613,54,4
1539,613,28,3
1540,613,38,1
1541,614,25,5
1542,614,33,2
1543,614,55,1
1544,614,31,1
1545,615,15,1
1546,615,35,3
1547,615,37,5
1548,615,68,2
1549,616,11,2
1550,616,17,4
1551,616,69,2
1552,616,54,5
1553,617,5,4
1554,617,20,4
1555,617,26,5
1556,617,4,2
1557,618,24,2
1558,618,3,4
1559,618,43,3
1560,619,6,1
1561,619,64,5
1562,620,11,2
1563,620,31,5
1564,620,39,1
1565,620,70,5
1566,621,56,2
1567,621,36,1
1568,621,16,5
1569,621,5,3
1570,622,26,1
1571,622,5,1
1572,623,32,2
1573,624,67,4
1574,624,20,5
1575,624,47,2
1576,624,29,2
1577,625,55,3
1578,625,43,4
1579,625,40,1
1580,625,50,1
1581,626,69,3
1582,626,19,3
1583,626,52,1
1584,626,23,3
1585,627,4,5
1586,627,43,4
1587,628,9,5
1588,629,69,2
1589,629,56,4
1590,630,38,5
1591,630,5,2
1592,630,22,3
1593,630,13,4
1594,631,20,3
1595,631,22,3
1596,631,51,5
1597,631,29,5
1598,632,65,5
1599,632,40,2
1600,633,71,1
1601,633,65,4
1602,633,41,2
1603,634,52,3
1604,634,63,4
1605,634,9,2
1606,635,13,4
1607,636,45,4
1608,636,67,1
1609,637,59,1
1610,637,45,4
1611,637,25,5
1612,637,47,2
1613,638,69,2
1614,639,66,3
1615,640,55,2
1616,640,57,4
1617,641,32,4
1618,641,53,2
1619,642,14,3
1620,642,40,1
1621,642,52,1
1622,643,52,1
1623,643,50,5
1624,644,39,2
1625,644,14,4
1626,644,19,3
1627,644,45,5
1628,645,46,1
1629,645,26,1
1630,646,10,4
1631,646,67,4
1632,647,29,5
1633,647,37,4
1634,648,54,1
1635,649,24,2
1636,649,26,1
1637,650,21,3
1638,650,39,5
1639,650,11,1
1640,651,32,4
1641,651,34,4
1642,651,33,4
1643,651,46,3
1644,652,3,2
1645,652,71,2
1646,652,54,2
1647,653,18,3
1648,654,46,1
1649,654,44,2
1650,655,14,5
1651,655,49,2
1652,655,25,5
1653,656,68,3
1654,656,20,2
1655,656,62,4
1656,657,71,4
1657,657,32,3
1658,657,25,2
1659,658,19,4
1660,659,59,4
1661,659,4,3
1662,660,62,5
